Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
42.0,female,berlin,Operations & Support,10.0,3.0,Middle,,"Javascript / Typescript, SQL, Docker",42000.0,0,32000.0,0,,Full-time employee,Unlimited contract,English,11-50,Startup,No,0.0,75% from government 
30.0,male,berlin,Software Development,8.0,2.0,Middle,,"SQL, AWS, Kubernetes, Docker",74000.0,11000,72000.0,5000,27,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,40 every month
28.0,male,berlin,Software Development,8.0,1.0,Lead,,"SQL, AWS",67000.0,,62000.0,,28,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
32.0,female,berlin,Operations & Support,9.0,5.0,Middle,,"Ruby, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",74000.0,10000,65000.0,,40,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,0
29.0,male,berlin,Software Development,3.0,0.0,Middle,,PHP,48000.0,0,,,26,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0.0,0
30.0,female,karlsruhe,Management & Leadership,8.0,0.0,Middle,,,57760.0,6710,,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
35.0,male,berlin,Software Development,13.0,5.0,Lead,,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Kubernetes, Docker, Elixir",103000.0,200000,92000.0,25000,29,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,1000
33.0,male,berlin,Software Development,10.0,4.0,Senior,,"Javascript / Typescript, Google Cloud, Kubernetes, Docker",74000.0,,66000.0,,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,8.0,200
34.0,male,berlin,Software Development,13.0,1.0,Senior,,SQL,70000.0,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
25.0,male,berlin,Software Development,6.0,2.0,Senior,,"Python, SQL, Go, AWS, Kubernetes, Docker",86000.0,,80000.0,5000,28,Full-time employee,Unlimited contract,English,101-1000,Startup,No,0.0,500
42.0,female,berlin,Operations & Support,5.0,5.0,Middle,,,46000.0,,46000.0,,26,Full-time employee,Unlimited contract,English,51-100,Product,No,30.0,No
25.0,female,tampere,Data & AI,3.0,,Junior,,"Python, Tensorflow, Theano, Pytorch",23000.0,23000,,,30,Full-time employee,Temporary contract,English,51-100,Science Institute ,No,,
40.0,male,berlin,Software Development,14.0,8.0,Lead,spring,"Java / Scala, AWS, Azure, Kubernetes, Docker",135000.0,0,65000.0,0,30,Self-employed (freelancer),Temporary contract,English,101-1000,Product,No,0.0,0
33.0,male,heidelberg,Software Development,11.0,5.0,Senior,,"Python, Javascript / Typescript, SQL, AWS, Kubernetes, Docker",80000.0,0,,78000,30,Full-time employee,Temporary contract,English,101-1000,Research institute,No,,
39.0,male,cologne,Management & Leadership,12.0,12.0,Head,,"AWS, Docker",75000.0,75000,75000.0,75009,30,Full-time employee,Unlimited contract,German,up to 10,Startup,No,20.0,0
24.0,male,berlin,Software Development,2.0,2.0,Junior,,"Javascript / Typescript, Java / Scala, SQL, AWS, Docker",50000.0,0,35000.0,35000,30,Full-time employee,Unlimited contract,German,1000+,Product,No,,
24.0,female,prague,Software Development,3.0,0.0,Middle,,"Java / Scala, AWS, Azure, Kubernetes, Docker",29000.0,0,23000.0,0,20,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
39.0,male,berlin,Management & Leadership,15.0,10.0,Lead,,"Python, Kotlin, Javascript / Typescript, SQL, Docker",78000.0,12000,78000.0,12000,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
33.0,male,amsterdam,Software Development,8.0,,Senior,,"Python, .NET, SQL",75000.0,,56000.0,,27,Full-time employee,Temporary contract,English,11-50,Product,No,,
26.0,male,berlin,Software Development,2.5,1.0,Middle,,,60000.0,,,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,
29.0,male,berlin,Software Development,6.0,,Middle,,Swift,70000.0,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
29.0,female,berlin,Software Development,5.0,2.0,Middle,,"Python, Javascript / Typescript, SQL, AWS, Google Cloud, Docker",55000.0,,47000.0,,24,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
32.0,male,prague,Software Development,8.0,,Senior,,Python,36000.0,3600,26000.0,2600,25,Full-time employee,Unlimited contract,Czech,1000+,Product,No,,
34.0,male,hannover,Other Roles,12.0,3.0,Senior,,,56000.0,0,56000.0,0,30,Full-time employee,Unlimited contract,English,up to 10,Product,No,10.0,1000
30.0,male,berlin,Software Development,9.0,3.0,Head,,"Javascript / Typescript, Java / Scala, Go, AWS, Docker",85000.0,,80000.0,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
31.0,male,berlin,Data & AI,7.0,2.0,Middle,,"AWS, Kubernetes, Docker",80000.0,12000,65000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
33.0,male,berlin,Software Development,8.0,2.0,Senior,,SQL,75000.0,1000,75000.0,1000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
31.0,female,berlin,Software Development,1.0,1.0,Junior,,"Python, AWS, Kubernetes, Docker, React",57000.0,1000,54000.0,1000,30,Full-time employee,Unlimited contract,English,1000+,Retail,No,0.0,0
36.0,male,frankfurt,Software Development,16.0,5.0,Middle,,".NET, SQL",65000.0,0,65000.0,0,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,No,30.0,0
30.0,male,berlin,Operations & Support,7.0,3.0,Middle,,,80000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
30.0,male,berlin,Software Development,8.0,5.0,Senior,,"Python, Kotlin, Swift, Javascript / Typescript",60000.0,,,,50,Self-employed (freelancer),Temporary contract,English,up to 10,Consulting / Agency,Leads and project inquiries have slowed down,,No
27.0,male,bucharest,Operations & Support,1.0,0.0,Junior,,Javascript / Typescript,11000.0,,,,,,,,,,,,
39.0,male,berlin,Software Development,19.0,7.0,Senior,,"Python, Ruby, Go, AWS, Google Cloud, Kubernetes, Docker",87000.0,97000,82000.0,92000,unlimited,Full-time employee,Unlimited contract,English,11-50,Startup,No,40.0,500
30.0,male,munich,Software Development,10.0,3.0,Senior,jave,,79000.0,,,,,Full-time employee,Unlimited contract,English,11-50,Product,No,,
32.0,male,berlin,Software Development,11.0,1.0,Senior,,"Python, C/C++, Rust",100000.0,10000,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000
35.0,male,berlin,Software Development,12.0,3.0,Senior,,"SQL, Google Cloud, Docker",54000.0,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,4.0,
34.0,male,berlin,Data & AI,6.0,4.5,Senior,,"Python, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,10000,76000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,1000
26.0,male,berlin,Data & AI,4.0,2.0,Middle,,"Python, SQL, Google Cloud, Docker",60000.0,6000,60000.0,6000,27,Full-time employee,Unlimited contract,English,1000+,Ecommerce,No,,180
29.0,male,helsinki,Software Development,7.0,0.0,Senior,,"Javascript / Typescript, Java / Scala, Flutter",64000.0,1100,,,30,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,0.0,
42.0,male,berlin,Software Development,18.0,5.0,Senior,,Javascript / Typescript,850000.0,95000,75000.0,82000,35,Full-time employee,Unlimited contract,English,101-1000,Product,Yes,,5000
31.0,male,berlin,Software Development,12.0,2.0,Senior,,"SQL, Go, AWS, Kubernetes, Docker",60000.0,,55000.0,,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
30.0,male,berlin,Software Development,8.0,0.0,Senior,,"Javascript / Typescript, Ruby, Elixir",73000.0,,,,25,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
33.0,male,berlin,Software Development,10.0,5.0,Senior,,"PHP, Javascript / Typescript, SQL, Go, Google Cloud, Kubernetes, Docker",80000.0,10000,70000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,700
28.0,male,berlin,Data & AI,6.0,1.5,Middle,,"Java / Scala, SQL, Kubernetes, Docker",83000.0,0,75000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,20.0,1500
33.0,male,prague,Other Roles,7.0,,Senior,,,42000.0,,39000.0,,24,Full-time employee,Unlimited contract,English,1000+,Product,No,,
35.0,male,dusseldorf,Data & AI,3.0,3.0,Middle,,"SQL, AWS",68000.0,8000,60000.0,8000,26,Full-time employee,Unlimited contract,English,51-100,E-Commerce,No,,
35.0,male,berlin,Other Roles,16.0,6.0,Senior,,"Python, Java / Scala, SQL, Google Cloud",100000.0,30000,100000.0,30000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
31.0,male,berlin,Software Development,8.0,3.0,Senior,,"Javascript / Typescript, Java / Scala, Go, Rust, AWS, Kubernetes, Docker",80000.0,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,500
32.0,male,siegen,Software Development,13.0,1.0,Junior,,C/C++,48000.0,,,,28,Full-time employee,Unlimited contract,English,51-100,Product,No,,
38.0,male,berlin,Software Development,15.0,3.0,Senior,,"Google Cloud, Docker",75000.0,0,73000.0,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,0
29.0,male,berlin,Management & Leadership,9.0,0.1,Lead,,"SQL, AWS, Docker",85000.0,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
33.0,male,berlin,Software Development,13.0,1.0,Senior,,"Kotlin, Java / Scala, SQL, AWS, Google Cloud, Docker",110000.0,,,,24,Full-time employee,Unlimited contract,English,101-1000,Product,No,0.0,400
30.0,male,berlin,Operations & Support,7.0,1.0,Senior,,"Python, SQL, AWS, Kubernetes, Docker",70000.0,10000,70000.0,10000,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,No
28.0,male,berlin,Software Development,6.0,6.0,Senior,,"Javascript / Typescript, SQL, AWS, Docker",75000.0,,60000.0,,23+,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
32.0,male,berlin,Data & AI,9.0,4.0,Senior,,"Java / Scala, SQL, AWS",90000.0,,85000.0,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
39.0,male,berlin,Software Development,10.0,3.0,Senior,,"Javascript / Typescript, Ruby, AWS, Docker",85000.0,,,,27,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
31.0,male,minsk,Software Development,6.0,0.0,Senior,,"Python, Javascript / Typescript",110000.0,,90000.0,,30,Full-time employee,Unlimited contract,English,11-50,Product,No,,
33.0,male,berlin,Software Development,10.0,5.0,Senior,,"Go, Google Cloud, Kubernetes, Docker",110000.0,7000,110000.0,7000,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
30.0,male,berlin,Operations & Support,8.0,3.0,Senior,,"Python, C/C++, Docker",68000.0,,66000.0,,30,Full-time employee,Unlimited contract,English,51-100,Startup,No,,
39.0,female,munich,Operations & Support,11.0,11.0,Lead,,SQL,93000.0,,93000.0,,30,Part-time employee,Unlimited contract,German,1000+,Product,No,,
30.0,female,dusseldorf,Data & AI,2.0,2.0,Junior,,"Python, SQL",45000.0,,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,,
37.0,male,munich,Software Development,15.0,6.0,Senior,,"Python, PHP, Javascript / Typescript, .NET, Java / Scala, AWS, Azure",80000.0,,65000.0,,30,Full-time employee,Unlimited contract,German,51-100,Consulting / Agency,Yes,,
42.0,male,berlin,Software Development,20.0,2.0,Senior,,"PHP, Javascript / Typescript, AWS, Docker",65000.0,5000,63000.0,10000,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
28.0,male,munich,Management & Leadership,6.0,3.0,Middle,,Azure,65000.0,10000,58000.0,65000,28,Full-time employee,Unlimited contract,English,51-100,Consulting / Agency,No,,
31.0,male,nuremberg,Operations & Support,9.0,5.0,Middle,,"Javascript / Typescript, Java / Scala",60000.0,65000,57000.0,59000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,No
20.0,male,berlin,Software Development,5.0,2.0,Lead,,.NET,240000.0,15000+-,,,27,Full-time employee,Unlimited contract,English,1000+,Product,Yes,0.0,0
34.0,female,berlin,Operations & Support,,11.0,Senior,,"AWS, Kubernetes, Docker",60000.0,2000,36000.0,0,28,Full-time employee,Unlimited contract,German,1000+,Product,No,40.0,250
38.0,male,berlin,Management & Leadership,15.0,5.0,Head,,,80000.0,5000,75000.0,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,300
35.0,male,berlin,Management & Leadership,20.0,6.0,Lead,,"PHP, Java / Scala, Go, AWS, Docker",85000.0,0,75000.0,0,26,Full-time employee,Unlimited contract,English,11-50,Product,No,0.0,500
31.0,male,munich,Software Development,14.0,1.5,Senior,,"Javascript / Typescript, Java / Scala",75000.0,0,,,30,Full-time employee,Unlimited contract,English,101-1000,Consulting / Agency,No,,
37.0,male,berlin,Software Development,11.0,5.0,Senior,,"C/C++, SQL, Docker",73000.0,30000,67000.0,0,28,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
37.0,male,berlin,Software Development,12.0,2.6,Lead,,"Kotlin, PHP, SQL",90000.0,,84000.0,,28,Full-time employee,Unlimited contract,English,11-50,Product,No,10.0,
34.0,male,berlin,Software Development,9.0,2.0,Senior,,Swift,80000.0,10000,67000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,600
25.0,male,marseille,Data & AI,1.0,,Junior,,"Python, Javascript / Typescript, SQL, Docker",42000.0,50000,,,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No,,
42.0,male,friedrichshafen,Software Development,20.0,1.0,Senior,,"Python, C/C++, .NET",70000.0,,,,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,500
35.0,female,berlin,Management & Leadership,13.0,6.0,Senior,,,85000.0,,64000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
37.0,male,berlin,Operations & Support,8.0,7.0,Middle,,,54000.0,,54000.0,,30,Full-time employee,Unlimited contract,German,101-1000,Product,No,,
33.0,female,berlin,Data & AI,8.0,4.0,Senior,,"SQL, Google Cloud, Docker",77000.0,0,70000.0,0,27,Full-time employee,Unlimited contract,English,1000+,Product,No,,1700
26.0,female,moscow,Software Development,6.0,0.0,Senior,,Javascript / Typescript,33000.0,0,27000.0,0,,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,0.0,0
46.0,male,stuttgart,Software Development,13.0,6.0,Middle,,Python,70000.0,3000,68000.0,0,30,Full-time employee,Unlimited contract,English,1000+,Product,No,4.0,0
30.0,male,berlin,Operations & Support,11.0,2.0,Senior,,,80000.0,,75000.0,,26,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
34.0,male,berlin,Software Development,13.0,2.0,Lead,,".NET, Kubernetes, Docker",65000.0,0,65000.0,0,30,Full-time employee,Unlimited contract,English,51-100,Product,No,,
35.0,male,berlin,Software Development,15.0,4.0,Senior,,"Python, SQL, AWS, Docker",85000.0,0,85000.0,0,25,Full-time employee,Unlimited contract,English,11-50,Product,No,,
27.0,male,berlin,Software Development,4.0,4.0,Senior,,"Python, C/C++, Go, AWS, Docker",70000.0,,,,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,,
31.0,male,berlin,Software Development,7.0,5.0,Lead,,"Python, Javascript / Typescript, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,10000,85000.0,0,28,Full-time employee,Unlimited contract,English,1000+,Product,Yes,,600
24.0,male,berlin,Software Development,2.0,2.0,Junior,,"Python, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",60000.0,0,60000.0,0,28,Full-time employee,Unlimited contract,German,up to 10,Consulting / Agency,No,,
28.0,male,berlin,Data & AI,7.0,3.0,Senior,,"Python, SQL, AWS, Google Cloud, Kubernetes, Docker",90000.0,,75000.0,,27,Full-time employee,Unlimited contract,English,101-1000,Startup,No,,
42.0,male,berlin,Software Development,18.0,2.0,Middle,,,53000.0,,,,26,Full-time employee,Unlimited contract,English,11-50,Product,No,,
27.0,male,berlin,Data & AI,5.0,1.0,Middle,,SQL,55000.0,0,,,24,Full-time employee,Unlimited contract,English,51-100,Product,No,8.0,
30.0,male,hannover,Software Development,5.0,3.0,Middle,,"Javascript / Typescript, Java / Scala, SQL",45000.0,0,45000.0,0,30,Full-time employee,Unlimited contract,English,up to 10,Startup,No,8.0,0
,male,berlin,Data & AI,11.0,1.0,Middle,,"Python, SQL, AWS, Google Cloud",68000.0,0,,,28,Full-time employee,Unlimited contract,English,1000+,Product,No,28.0,0
26.0,male,berlin,Software Development,2.0,1.5,Middle,,"Python, Kotlin, Javascript / Typescript, SQL, AWS, Docker",58000.0,3000,,,28,Full-time employee,Unlimited contract,English,1000+,Consulting / Agency,No,,
37.0,male,walldorf,Data & AI,15.0,15.0,Lead,,"AWS, Google Cloud, Kubernetes, Docker",80000.0,15000,75000.0,15000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,0.0,0
,male,hamburg,Software Development,12.0,12.0,Senior,,"Python, Kotlin, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Docker",80000.0,,80000.0,,30,Self-employed (freelancer),Temporary contract,German,,Consulting / Agency,No,,
39.0,male,munich,Software Development,8.0,7.0,Senior,,C/C++,130000.0,50000,125000.0,50000,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
26.0,female,berlin,Other Roles,,,Middle,,Python,40000.0,1000,33000.0,0,25,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
30.0,male,hamburg,Data & AI,5.0,4.0,Head,,"R, SQL, AWS",80000.0,90000,70000.0,80000,25,Full-time employee,Unlimited contract,English,11-50,Startup,No,25.0,0
44.0,male,frankfurt,Software Development,10.0,10.0,Senior,,SAP / ABAP,75000.0,80000,73000.0,78000,30,Full-time employee,Unlimited contract,Russian,101-1000,Product,No,,
26.0,male,munich,Data & AI,5.0,4.0,Senior,,"Python, Java / Scala, R, SQL",180000.0,0,190000.0,0,40,Self-employed (freelancer),Temporary contract,German,up to 10,Consulting / Agency,No,,
30.0,male,munich,Software Development,10.0,6.0,Senior,,"Python, C/C++, Javascript / Typescript, Go",151872.0,37968,,,30,Full-time employee,Unlimited contract,English,1000+,Startup,No,,
26.0,male,eindhoven,Data & AI,3.0,,Middle,,"Python, C/C++, Docker, Tensorflow, PyTorch",48000.0,0,42000.0,0,30,Full-time employee,Unlimited contract,English,101-1000,Product,No,,
25.0,female,munich,Data & AI,1.0,1.0,Junior,ai,"Python, SQL",57000.0,,,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,
34.0,male,france,Data & AI,11.0,0.0,Senior,,"Javascript / Typescript, R, SQL, Google Cloud",80000.0,10000,,,25,Full-time employee,Unlimited contract,French,1000+,Consulting / Agency,No,,
38.0,female,regensburg,Data & AI,3.0,3.0,Middle,,"R, SQL",65000.0,,60000.0,,30,Full-time employee,Temporary contract,German,1000+,Product,Yes,0.0,No
40.0,male,berlin,Management & Leadership,13.0,9.0,Head,,SQL,90000.0,10000,75000.0,,30,Full-time employee,Unlimited contract,English,1000+,Product,No,,300
28.0,male,frankfurt,Software Development,5.0,1.0,Senior,,Swift,50000.0,0,50000.0,0,24,Full-time employee,Unlimited contract,English,11-50,Consulting / Agency,No,,
29.0,female,berlin,Data & AI,2.0,2.0,Junior,,Python,52000.0,0,,,30,Full-time employee,Unlimited contract,German,up to 10,Consulting / Agency,No,0.0,0
